nodes;RANDOM_MAX;iterations;total_time;average_time;average_time_insert;average_time_search;average_time_delete;total_time_insert;total_time_search;total_time_delete;Olog(n)
920000;1000000;10;35412.101000;3541.210100;1209.993900;1122.172600;1209.043600;12099.939000;11221.726000;12090.436000;5.963788
925000;1000000;10;36215.612000;3621.561200;1237.095300;1150.166400;1234.299500;12370.953000;11501.664000;12342.995000;5.966142
930000;1000000;10;36403.796000;3640.379600;1250.210400;1158.027600;1232.141600;12502.104000;11580.276000;12321.416000;5.968483
935000;1000000;10;36414.078000;3641.407800;1250.337000;1147.298100;1243.772700;12503.370000;11472.981000;12437.727000;5.970812
940000;1000000;10;36634.044000;3663.404400;1252.762900;1152.461300;1258.180200;12527.629000;11524.613000;12581.802000;5.973128
945000;1000000;10;36589.131000;3658.913100;1258.205900;1157.278300;1243.428900;12582.059000;11572.783000;12434.289000;5.975432
950000;1000000;10;36816.708000;3681.670800;1254.701200;1160.433800;1266.535800;12547.012000;11604.338000;12665.358000;5.977724
955000;1000000;10;37121.689000;3712.168900;1262.876800;1177.485600;1271.806500;12628.768000;11774.856000;12718.065000;5.980003
960000;1000000;10;37410.851000;3741.085100;1284.312900;1176.254900;1280.517300;12843.129000;11762.549000;12805.173000;5.982271
965000;1000000;10;37861.518000;3786.151800;1302.431200;1191.718600;1292.002000;13024.312000;11917.186000;12920.020000;5.984528
970000;1000000;10;38067.879000;3806.787900;1304.848100;1192.352000;1309.587800;13048.481000;11923.520000;13095.878000;5.986772
975000;1000000;10;38333.801000;3833.380100;1306.672300;1212.224700;1314.483100;13066.723000;12122.247000;13144.831000;5.989005
980000;1000000;10;38661.394000;3866.139400;1321.938100;1235.766000;1308.435300;13219.381000;12357.660000;13084.353000;5.991226
985000;1000000;10;36620.913000;3662.091300;1254.875400;1153.916200;1253.299700;12548.754000;11539.162000;12532.997000;5.993436
990000;1000000;10;36710.843000;3671.084300;1260.194300;1160.128200;1250.761800;12601.943000;11601.282000;12507.618000;5.995635
995000;1000000;10;36905.421000;3690.542100;1266.557300;1162.169200;1261.815600;12665.573000;11621.692000;12618.156000;5.997823
1000000;1000000;10;37240.669000;3724.066900;1278.105800;1175.110600;1270.850500;12781.058000;11751.106000;12708.505000;6.000000
